source_id,layer,jurisdiction,path,doc_type,title,source_org,authority_level,publish_date,effective_date,status,url,snapshot_path,usage_priority,notes,module,category,usage,binding_force,authority,publisher,suitable_for,report_usage,summary,knowledge_url,origin_path
EU-SUP-016,supplemental_assets,eu,all,regulation,CELEX 32010D0625 EN TXT,项目资料库,recommended,,,reference,,resources/legal/sources/eu/snapshots/eu-sup-008_celex_32010d0625_en_txt_eda2fbb8.md,P3,由原始资产自动扩展入知识库：CELEX_32010D0625_EN_TXT.pdf,eu-scc,补充依据,参考引用,recommended,medium,项目资料库,SCC审查,用于知识参考与结构参照，不直接作为核心法律依据,由原始参考文件 `CELEX_32010D0625_EN_TXT.pdf` 自动扩展生成的知识条目。,/knowledge/sources/EU-SUP-016,doc/数规通功能路径描述（含reference）、流程描述、测试案例/欧盟数据出境路径/欧盟数据出境路径Reference库/欧盟数据出境reference文件库/CELEX_32010D0625_EN_TXT.pdf
EU-SUP-017,supplemental_assets,eu,all,regulation,CELEX 32011D0061 EN TXT,项目资料库,recommended,,,reference,,resources/legal/sources/eu/snapshots/eu-sup-009_celex_32011d0061_en_txt_52fc16c8.md,P3,由原始资产自动扩展入知识库：CELEX_32011D0061_EN_TXT.pdf,eu-scc,补充依据,参考引用,recommended,medium,项目资料库,SCC审查,用于知识参考与结构参照，不直接作为核心法律依据,由原始参考文件 `CELEX_32011D0061_EN_TXT.pdf` 自动扩展生成的知识条目。,/knowledge/sources/EU-SUP-017,doc/数规通功能路径描述（含reference）、流程描述、测试案例/欧盟数据出境路径/欧盟数据出境路径Reference库/欧盟数据出境reference文件库/CELEX_32011D0061_EN_TXT.pdf
EU-SUP-018,supplemental_assets,eu,all,regulation,CELEX 32012D0484 EN TXT,项目资料库,recommended,,,reference,,resources/legal/sources/eu/snapshots/eu-sup-010_celex_32012d0484_en_txt_10e59798.md,P3,由原始资产自动扩展入知识库：CELEX_32012D0484_EN_TXT.pdf,eu-scc,补充依据,参考引用,recommended,medium,项目资料库,SCC审查,用于知识参考与结构参照，不直接作为核心法律依据,由原始参考文件 `CELEX_32012D0484_EN_TXT.pdf` 自动扩展生成的知识条目。,/knowledge/sources/EU-SUP-018,doc/数规通功能路径描述（含reference）、流程描述、测试案例/欧盟数据出境路径/欧盟数据出境路径Reference库/欧盟数据出境reference文件库/CELEX_32012D0484_EN_TXT.pdf
EU-SUP-019,supplemental_assets,eu,all,regulation,CELEX 32013D0065 EN TXT,项目资料库,recommended,,,reference,,resources/legal/sources/eu/snapshots/eu-sup-011_celex_32013d0065_en_txt_c305dc26.md,P3,由原始资产自动扩展入知识库：CELEX_32013D0065_EN_TXT.pdf,eu-scc,补充依据,参考引用,recommended,medium,项目资料库,SCC审查,用于知识参考与结构参照，不直接作为核心法律依据,由原始参考文件 `CELEX_32013D0065_EN_TXT.pdf` 自动扩展生成的知识条目。,/knowledge/sources/EU-SUP-019,doc/数规通功能路径描述（含reference）、流程描述、测试案例/欧盟数据出境路径/欧盟数据出境路径Reference库/欧盟数据出境reference文件库/CELEX_32013D0065_EN_TXT.pdf
EU-SUP-020,supplemental_assets,eu,all,regulation,CELEX 32019D0419 EN TXT,项目资料库,recommended,,,reference,,resources/legal/sources/eu/snapshots/eu-sup-012_celex_32019d0419_en_txt_2ced3c3a.md,P3,由原始资产自动扩展入知识库：CELEX_32019D0419_EN_TXT.pdf,eu-scc,补充依据,参考引用,recommended,medium,项目资料库,SCC审查,用于知识参考与结构参照，不直接作为核心法律依据,由原始参考文件 `CELEX_32019D0419_EN_TXT.pdf` 自动扩展生成的知识条目。,/knowledge/sources/EU-SUP-020,doc/数规通功能路径描述（含reference）、流程描述、测试案例/欧盟数据出境路径/欧盟数据出境路径Reference库/欧盟数据出境reference文件库/CELEX_32019D0419_EN_TXT.pdf
EU-SUP-021,supplemental_assets,eu,all,regulation,CELEX 32021D0914 EN TXT,项目资料库,recommended,,,reference,,resources/legal/sources/eu/snapshots/eu-sup-013_celex_32021d0914_en_txt_a7400d96.md,P3,由原始资产自动扩展入知识库：CELEX_32021D0914_EN_TXT.pdf,eu-scc,补充依据,参考引用,recommended,medium,项目资料库,SCC审查,用于知识参考与结构参照，不直接作为核心法律依据,由原始参考文件 `CELEX_32021D0914_EN_TXT.pdf` 自动扩展生成的知识条目。,/knowledge/sources/EU-SUP-021,doc/数规通功能路径描述（含reference）、流程描述、测试案例/欧盟数据出境路径/欧盟数据出境路径Reference库/欧盟数据出境reference文件库/CELEX_32021D0914_EN_TXT.pdf
EU-SUP-022,supplemental_assets,eu,all,regulation,CELEX 32021D1772 EN TXT,项目资料库,recommended,,,reference,,resources/legal/sources/eu/snapshots/eu-sup-014_celex_32021d1772_en_txt_f01c242a.md,P3,由原始资产自动扩展入知识库：CELEX_32021D1772_EN_TXT.pdf,eu-scc,补充依据,参考引用,recommended,medium,项目资料库,SCC审查,用于知识参考与结构参照，不直接作为核心法律依据,由原始参考文件 `CELEX_32021D1772_EN_TXT.pdf` 自动扩展生成的知识条目。,/knowledge/sources/EU-SUP-022,doc/数规通功能路径描述（含reference）、流程描述、测试案例/欧盟数据出境路径/欧盟数据出境路径Reference库/欧盟数据出境reference文件库/CELEX_32021D1772_EN_TXT.pdf
EU-SUP-023,supplemental_assets,eu,all,regulation,CELEX 32022D0254 EN TXT,项目资料库,recommended,,,reference,,resources/legal/sources/eu/snapshots/eu-sup-015_celex_32022d0254_en_txt_a6b2d568.md,P3,由原始资产自动扩展入知识库：CELEX_32022D0254_EN_TXT.pdf,eu-scc,补充依据,参考引用,recommended,medium,项目资料库,SCC审查,用于知识参考与结构参照，不直接作为核心法律依据,由原始参考文件 `CELEX_32022D0254_EN_TXT.pdf` 自动扩展生成的知识条目。,/knowledge/sources/EU-SUP-023,doc/数规通功能路径描述（含reference）、流程描述、测试案例/欧盟数据出境路径/欧盟数据出境路径Reference库/欧盟数据出境reference文件库/CELEX_32022D0254_EN_TXT.pdf
EU-SUP-024,supplemental_assets,eu,all,regulation,CELEX 32023D1795 EN TXT,项目资料库,recommended,,,reference,,resources/legal/sources/eu/snapshots/eu-sup-016_celex_32023d1795_en_txt_2cb8cc45.md,P3,由原始资产自动扩展入知识库：CELEX_32023D1795_EN_TXT.pdf,eu-scc,补充依据,参考引用,recommended,medium,项目资料库,SCC审查,用于知识参考与结构参照，不直接作为核心法律依据,由原始参考文件 `CELEX_32023D1795_EN_TXT.pdf` 自动扩展生成的知识条目。,/knowledge/sources/EU-SUP-024,doc/数规通功能路径描述（含reference）、流程描述、测试案例/欧盟数据出境路径/欧盟数据出境路径Reference库/欧盟数据出境reference文件库/CELEX_32023D1795_EN_TXT.pdf
EU-SUP-025,supplemental_assets,eu,all,regulation,CELEX 62018CJ0311 EN TXT,项目资料库,recommended,,,reference,,resources/legal/sources/eu/snapshots/eu-sup-017_celex_62018cj0311_en_txt_c6ec140f.md,P3,由原始资产自动扩展入知识库：CELEX_62018CJ0311_EN_TXT.pdf,eu-scc,补充依据,参考引用,recommended,medium,项目资料库,SCC审查,用于知识参考与结构参照，不直接作为核心法律依据,由原始参考文件 `CELEX_62018CJ0311_EN_TXT.pdf` 自动扩展生成的知识条目。,/knowledge/sources/EU-SUP-025,doc/数规通功能路径描述（含reference）、流程描述、测试案例/欧盟数据出境路径/欧盟数据出境路径Reference库/欧盟数据出境reference文件库/CELEX_62018CJ0311_EN_TXT.pdf
EU-SUP-026,supplemental_assets,eu,all,regulation,EN Standard Contractual Clauses (1),项目资料库,recommended,,,reference,,resources/legal/sources/eu/snapshots/eu-sup-018_en_standard_contractual_clauses_1_12278acc.md,P3,由原始资产自动扩展入知识库：EN Standard Contractual Clauses (1).doc,eu-scc,补充依据,参考引用,recommended,medium,项目资料库,SCC审查,用于知识参考与结构参照，不直接作为核心法律依据,由原始参考文件 `EN Standard Contractual Clauses (1).doc` 自动扩展生成的知识条目。,/knowledge/sources/EU-SUP-026,doc/数规通功能路径描述（含reference）、流程描述、测试案例/欧盟数据出境路径/欧盟数据出境路径Reference库/欧盟数据出境reference文件库/EN Standard Contractual Clauses (1).doc
EU-SUP-027,supplemental_assets,eu,all,regulation,EPO Adequacy Decision July 2025,项目资料库,recommended,,,reference,,resources/legal/sources/eu/snapshots/eu-sup-019_epo_adequacy_decision_july_2025_23830553.md,P3,由原始资产自动扩展入知识库：EPO Adequacy Decision July 2025.pdf,eu-scc,补充依据,参考引用,recommended,medium,项目资料库,SCC审查,用于知识参考与结构参照，不直接作为核心法律依据,由原始参考文件 `EPO Adequacy Decision July 2025.pdf` 自动扩展生成的知识条目。,/knowledge/sources/EU-SUP-027,doc/数规通功能路径描述（含reference）、流程描述、测试案例/欧盟数据出境路径/欧盟数据出境路径Reference库/欧盟数据出境reference文件库/EPO Adequacy Decision July 2025.pdf
EU-TPL-001,supplemental_assets,eu,all,template,JUST template comingsoon standard 2,项目资料库,recommended,,,reference,,resources/legal/sources/eu/snapshots/eu-tpl-001_just_template_comingsoon_standard_2_115042e7.md,P3,由原始资产自动扩展入知识库：JUST_template_comingsoon_standard_2.pdf,eu-scc,官方模板,结构参照,reference,medium,项目资料库,SCC审查,用于知识参考与结构参照，不直接作为核心法律依据,由原始参考文件 `JUST_template_comingsoon_standard_2.pdf` 自动扩展生成的知识条目。,/knowledge/sources/EU-TPL-001,doc/数规通功能路径描述（含reference）、流程描述、测试案例/欧盟数据出境路径/欧盟数据出境路径Reference库/欧盟数据出境reference文件库/JUST_template_comingsoon_standard_2.pdf
EU-TPL-002,supplemental_assets,eu,all,template,JUST template comingsoon standard 26,项目资料库,recommended,,,reference,,resources/legal/sources/eu/snapshots/eu-tpl-002_just_template_comingsoon_standard_26_25b2da8a.md,P3,由原始资产自动扩展入知识库：JUST_template_comingsoon_standard_26.pdf,eu-scc,官方模板,结构参照,reference,medium,项目资料库,SCC审查,用于知识参考与结构参照，不直接作为核心法律依据,由原始参考文件 `JUST_template_comingsoon_standard_26.pdf` 自动扩展生成的知识条目。,/knowledge/sources/EU-TPL-002,doc/数规通功能路径描述（含reference）、流程描述、测试案例/欧盟数据出境路径/欧盟数据出境路径Reference库/欧盟数据出境reference文件库/JUST_template_comingsoon_standard_26.pdf
EU-TPL-003,supplemental_assets,eu,all,template,JUST template comingsoon standard 27,项目资料库,recommended,,,reference,,resources/legal/sources/eu/snapshots/eu-tpl-003_just_template_comingsoon_standard_27_d51308c4.md,P3,由原始资产自动扩展入知识库：JUST_template_comingsoon_standard_27.pdf,eu-scc,官方模板,结构参照,reference,medium,项目资料库,SCC审查,用于知识参考与结构参照，不直接作为核心法律依据,由原始参考文件 `JUST_template_comingsoon_standard_27.pdf` 自动扩展生成的知识条目。,/knowledge/sources/EU-TPL-003,doc/数规通功能路径描述（含reference）、流程描述、测试案例/欧盟数据出境路径/欧盟数据出境路径Reference库/欧盟数据出境reference文件库/JUST_template_comingsoon_standard_27.pdf
EU-TPL-004,supplemental_assets,eu,all,template,TIA Template (1),项目资料库,recommended,,,reference,,resources/legal/sources/eu/snapshots/eu-tpl-004_tia_template_1_3263b3d5.md,P3,由原始资产自动扩展入知识库：TIA - Template (1).docx,eu-scc,官方模板,结构参照,reference,medium,项目资料库,SCC审查,用于知识参考与结构参照，不直接作为核心法律依据,由原始参考文件 `TIA - Template (1).docx` 自动扩展生成的知识条目。,/knowledge/sources/EU-TPL-004,doc/数规通功能路径描述（含reference）、流程描述、测试案例/欧盟数据出境路径/欧盟数据出境路径Reference库/欧盟数据出境reference文件库/TIA - Template (1).docx
EU-SUP-028,supplemental_assets,eu,all,guide,edpb guidelines 2 2018 derogations en,项目资料库,recommended,,,reference,,resources/legal/sources/eu/snapshots/eu-sup-020_edpb_guidelines_2_2018_derogations_en_3160f84e.md,P3,由原始资产自动扩展入知识库：edpb_guidelines_2_2018_derogations_en.pdf,eu-scc,官方指南,知识增强,recommended,medium,项目资料库,SCC审查,用于知识参考与结构参照，不直接作为核心法律依据,由原始参考文件 `edpb_guidelines_2_2018_derogations_en.pdf` 自动扩展生成的知识条目。,/knowledge/sources/EU-SUP-028,doc/数规通功能路径描述（含reference）、流程描述、测试案例/欧盟数据出境路径/欧盟数据出境路径Reference库/欧盟数据出境reference文件库/edpb_guidelines_2_2018_derogations_en.pdf
EU-SUP-029,supplemental_assets,eu,all,guide,edpb guidelines 3 2018 territorial scope after public consultation en 1,项目资料库,recommended,,,reference,,resources/legal/sources/eu/snapshots/eu-sup-021_edpb_guidelines_3_2018_territorial_scope_after_p_e761c1f1.md,P3,由原始资产自动扩展入知识库：edpb_guidelines_3_2018_territorial_scope_after_public_consultation_en_1.pdf,eu-scc,官方指南,知识增强,recommended,medium,项目资料库,SCC审查,用于知识参考与结构参照，不直接作为核心法律依据,由原始参考文件 `edpb_guidelines_3_2018_territorial_scope_after_public_consultation_en_1.pdf` 自动扩展生成的知识条目。,/knowledge/sources/EU-SUP-029,doc/数规通功能路径描述（含reference）、流程描述、测试案例/欧盟数据出境路径/欧盟数据出境路径Reference库/欧盟数据出境reference文件库/edpb_guidelines_3_2018_territorial_scope_after_public_consultation_en_1.pdf
EU-SUP-030,supplemental_assets,eu,all,guide,edpb guidelines codes conduct transfers after public consultation en 1,项目资料库,recommended,,,reference,,resources/legal/sources/eu/snapshots/eu-sup-022_edpb_guidelines_codes_conduct_transfers_after_pu_7f49ba95.md,P3,由原始资产自动扩展入知识库：edpb_guidelines_codes_conduct_transfers_after_public_consultation_en_1.pdf,eu-scc,官方指南,知识增强,recommended,medium,项目资料库,SCC审查,用于知识参考与结构参照，不直接作为核心法律依据,由原始参考文件 `edpb_guidelines_codes_conduct_transfers_after_public_consultation_en_1.pdf` 自动扩展生成的知识条目。,/knowledge/sources/EU-SUP-030,doc/数规通功能路径描述（含reference）、流程描述、测试案例/欧盟数据出境路径/欧盟数据出境路径Reference库/欧盟数据出境reference文件库/edpb_guidelines_codes_conduct_transfers_after_public_consultation_en_1.pdf
EU-SUP-031,supplemental_assets,eu,all,guide,edpb recommendations 20221 bcr c v2 en,项目资料库,recommended,,,reference,,resources/legal/sources/eu/snapshots/eu-sup-023_edpb_recommendations_20221_bcr_c_v2_en_49af01bf.md,P3,由原始资产自动扩展入知识库：edpb_recommendations_20221_bcr-c_v2_en.pdf,eu-scc,官方指南,知识增强,recommended,medium,项目资料库,SCC审查,用于知识参考与结构参照，不直接作为核心法律依据,由原始参考文件 `edpb_recommendations_20221_bcr-c_v2_en.pdf` 自动扩展生成的知识条目。,/knowledge/sources/EU-SUP-031,doc/数规通功能路径描述（含reference）、流程描述、测试案例/欧盟数据出境路径/欧盟数据出境路径Reference库/欧盟数据出境reference文件库/edpb_recommendations_20221_bcr-c_v2_en.pdf
EU-SUP-032,supplemental_assets,eu,all,guide,recommendations 20221 bcr c edpb en,项目资料库,recommended,,,reference,,resources/legal/sources/eu/snapshots/eu-sup-024_recommendations_20221_bcr_c_edpb_en_52f5e0ed.md,P3,由原始资产自动扩展入知识库：recommendations_20221_bcr-c_edpb_en.pdf,eu-scc,官方指南,知识增强,recommended,medium,项目资料库,SCC审查,用于知识参考与结构参照，不直接作为核心法律依据,由原始参考文件 `recommendations_20221_bcr-c_edpb_en.pdf` 自动扩展生成的知识条目。,/knowledge/sources/EU-SUP-032,doc/数规通功能路径描述（含reference）、流程描述、测试案例/欧盟数据出境路径/欧盟数据出境路径Reference库/欧盟数据出境reference文件库/recommendations_20221_bcr-c_edpb_en.pdf
US-SUP-006,supplemental_assets,us,all,regulation,19 Digital Trade,项目资料库,recommended,,,reference,,resources/legal/sources/us/snapshots/us-sup-001_19_digital_trade_5987398f.md,P3,由原始资产自动扩展入知识库：19-Digital-Trade.pdf,us-14117,补充依据,参考引用,recommended,medium,项目资料库,EO14117合规,用于知识参考与结构参照，不直接作为核心法律依据,由原始参考文件 `19-Digital-Trade.pdf` 自动扩展生成的知识条目。,/knowledge/sources/US-SUP-006,doc/数规通功能路径描述（含reference）、流程描述、测试案例/美国（加州）数据出境路径/美国数据出境路径Reference库/美国数据出境路径reference文件库/19-Digital-Trade.pdf
US-SUP-007,supplemental_assets,us,all,regulation,2012 31341,项目资料库,recommended,,,reference,,resources/legal/sources/us/snapshots/us-sup-002_2012_31341_32b80d48.md,P3,由原始资产自动扩展入知识库：2012-31341.pdf,us-14117,补充依据,参考引用,recommended,medium,项目资料库,EO14117合规,用于知识参考与结构参照，不直接作为核心法律依据,由原始参考文件 `2012-31341.pdf` 自动扩展生成的知识条目。,/knowledge/sources/US-SUP-007,doc/数规通功能路径描述（含reference）、流程描述、测试案例/美国（加州）数据出境路径/美国数据出境路径Reference库/美国数据出境路径reference文件库/2012-31341.pdf
US-SUP-008,supplemental_assets,us,all,regulation,217 ecsg 2015 apec privacy framework,项目资料库,recommended,,,reference,,resources/legal/sources/us/snapshots/us-sup-003_217_ecsg_2015_apec_privacy_framework_26c6be63.md,P3,由原始资产自动扩展入知识库：217_ecsg_2015-apec-privacy-framework.pdf,us-14117,补充依据,参考引用,recommended,medium,项目资料库,EO14117合规,用于知识参考与结构参照，不直接作为核心法律依据,由原始参考文件 `217_ecsg_2015-apec-privacy-framework.pdf` 自动扩展生成的知识条目。,/knowledge/sources/US-SUP-008,doc/数规通功能路径描述（含reference）、流程描述、测试案例/美国（加州）数据出境路径/美国数据出境路径Reference库/美国数据出境路径reference文件库/217_ecsg_2015-apec-privacy-framework.pdf
US-SUP-009,supplemental_assets,us,all,regulation,DCPD 202200894,项目资料库,recommended,,,reference,,resources/legal/sources/us/snapshots/us-sup-004_dcpd_202200894_78497390.md,P3,由原始资产自动扩展入知识库：DCPD-202200894.pdf,us-14117,补充依据,参考引用,recommended,medium,项目资料库,EO14117合规,用于知识参考与结构参照，不直接作为核心法律依据,由原始参考文件 `DCPD-202200894.pdf` 自动扩展生成的知识条目。,/knowledge/sources/US-SUP-009,doc/数规通功能路径描述（含reference）、流程描述、测试案例/美国（加州）数据出境路径/美国数据出境路径Reference库/美国数据出境路径reference文件库/DCPD-202200894.pdf
US-SUP-010,supplemental_assets,us,all,regulation,FISA Section 702 FISA Resource Library,项目资料库,recommended,,,reference,,resources/legal/sources/us/snapshots/us-sup-005_fisa_section_702_fisa_resource_library_50e54159.md,P3,由原始资产自动扩展入知识库：FISA_Section_702_FISA_Resource_Library.pdf,us-14117,补充依据,参考引用,recommended,medium,项目资料库,EO14117合规,用于知识参考与结构参照，不直接作为核心法律依据,由原始参考文件 `FISA_Section_702_FISA_Resource_Library.pdf` 自动扩展生成的知识条目。,/knowledge/sources/US-SUP-010,doc/数规通功能路径描述（含reference）、流程描述、测试案例/美国（加州）数据出境路径/美国数据出境路径Reference库/美国数据出境路径reference文件库/FISA_Section_702_FISA_Resource_Library.pdf
US-SUP-011,supplemental_assets,us,all,regulation,Full Text EU U.S. DPF,项目资料库,recommended,,,reference,,resources/legal/sources/us/snapshots/us-sup-006_full_text_eu_u_s_dpf_795adbfd.md,P3,由原始资产自动扩展入知识库：Full Text_EU-U.S. DPF.pdf,us-14117,补充依据,参考引用,recommended,medium,项目资料库,EO14117合规,用于知识参考与结构参照，不直接作为核心法律依据,由原始参考文件 `Full Text_EU-U.S. DPF.pdf` 自动扩展生成的知识条目。,/knowledge/sources/US-SUP-011,doc/数规通功能路径描述（含reference）、流程描述、测试案例/美国（加州）数据出境路径/美国数据出境路径Reference库/美国数据出境路径reference文件库/Full Text_EU-U.S. DPF.pdf
US-SUP-012,supplemental_assets,us,all,regulation,NIST.CSWP.01162020,项目资料库,recommended,,,reference,,resources/legal/sources/us/snapshots/us-sup-007_nist_cswp_01162020_8ad94d46.md,P3,由原始资产自动扩展入知识库：NIST.CSWP.01162020.pdf,us-14117,补充依据,参考引用,recommended,medium,项目资料库,EO14117合规,用于知识参考与结构参照，不直接作为核心法律依据,由原始参考文件 `NIST.CSWP.01162020.pdf` 自动扩展生成的知识条目。,/knowledge/sources/US-SUP-012,doc/数规通功能路径描述（含reference）、流程描述、测试案例/美国（加州）数据出境路径/美国数据出境路径Reference库/美国数据出境路径reference文件库/NIST.CSWP.01162020.pdf
US-SUP-013,supplemental_assets,us,all,regulation,cloud act,项目资料库,recommended,,,reference,,resources/legal/sources/us/snapshots/us-sup-008_cloud_act_4b620891.md,P3,由原始资产自动扩展入知识库：cloud_act.pdf,us-14117,补充依据,参考引用,recommended,medium,项目资料库,EO14117合规,用于知识参考与结构参照，不直接作为核心法律依据,由原始参考文件 `cloud_act.pdf` 自动扩展生成的知识条目。,/knowledge/sources/US-SUP-013,doc/数规通功能路径描述（含reference）、流程描述、测试案例/美国（加州）数据出境路径/美国数据出境路径Reference库/美国数据出境路径reference文件库/cloud_act.pdf
US-SUP-014,supplemental_assets,us,all,regulation,ftc act incorporatingus safe web act,项目资料库,recommended,,,reference,,resources/legal/sources/us/snapshots/us-sup-009_ftc_act_incorporatingus_safe_web_act_a228b4c9.md,P3,由原始资产自动扩展入知识库：ftc_act_incorporatingus_safe_web_act.pdf,us-14117,补充依据,参考引用,recommended,medium,项目资料库,EO14117合规,用于知识参考与结构参照，不直接作为核心法律依据,由原始参考文件 `ftc_act_incorporatingus_safe_web_act.pdf` 自动扩展生成的知识条目。,/knowledge/sources/US-SUP-014,doc/数规通功能路径描述（含reference）、流程描述、测试案例/美国（加州）数据出境路径/美国数据出境路径Reference库/美国数据出境路径reference文件库/ftc_act_incorporatingus_safe_web_act.pdf
VN-LAW-001,legal_rules,vn,all,law,越南个人数据保护法 2025（第91/2025/QH15号）,越南国会,official,2025-06-27,2026-01-01,effective,https://chinhphu.vn/,,P1,越南核心个人数据保护基本法,intl-vn,核心法律,审查基准,mandatory,high,越南国会,路径判断、合规审查,可直接引用条文号,越南2025年个人数据保护法，建立个人数据处理基本框架，含跨境传输规则。,/knowledge/sources/VN-LAW-001,
VN-REG-002,legal_rules,vn,all,administrative_regulation,越南个人数据保护法实施法令（第356/2025/NĐ-CP号）,越南政府,official,2025-12-25,2026-01-01,effective,https://chinhphu.vn/,,P1,VN-LAW-001 实施法令,intl-vn,行政法规,审查基准,mandatory,high,越南政府,路径判断、合规审查,可直接引用条文号,越南个人数据保护法实施法令，细化数据处理者义务、认证制度和跨境传输许可流程。,/knowledge/sources/VN-REG-002,
VN-LAW-003,legal_rules,vn,all,law,越南数据法 2024（第60/2024/QH15号）,越南国会,official,2024-06-29,2025-01-01,effective,https://chinhphu.vn/,,P1,越南数据治理基本法,intl-vn,核心法律,审查基准,mandatory,high,越南国会,路径判断、数据分类,可直接引用条文号,越南数据法，建立数据治理基本框架，含重要数据和核心数据分类制度。,/knowledge/sources/VN-LAW-003,
VN-REG-004,legal_rules,vn,all,administrative_regulation,越南数据法实施法令（第165/2025/NĐ-CP号）,越南政府,official,2025-06-15,2025-07-01,effective,https://chinhphu.vn/,,P1,VN-LAW-003 实施法令,intl-vn,行政法规,审查基准,mandatory,high,越南政府,数据分类、跨境处理,可直接引用条文号,越南数据法实施法令，细化重要数据、核心数据认定标准及跨境处理许可程序。,/knowledge/sources/VN-REG-004,
VN-REG-005,legal_rules,vn,all,administrative_regulation,越南重要数据和核心数据目录（第20/2025/QĐ-TTg号）,越南政府总理,official,2025-06-15,2025-07-01,effective,https://chinhphu.vn/,,P2,越南核心数据分类目录,intl-vn,行政法规,数据分类参考,mandatory,medium,越南政府总理,数据分类判断,参考引用,越南政府发布的重要数据和核心数据分类目录，用于确定哪些数据受跨境传输严格限制。,/knowledge/sources/VN-REG-005,
VN-LAW-006,legal_rules,vn,all,law,越南网络安全法 2025（第116/2025/QH15号）,越南国会,official,2025-11-29,2026-07-01,effective,https://chinhphu.vn/,,P1,越南网络安全基本法,intl-vn,核心法律,审查基准,mandatory,high,越南国会,路径判断、网络安全合规,可直接引用条文号,越南新版网络安全法，含关键信息基础设施保护、数据本地化及跨境传输规定。,/knowledge/sources/VN-LAW-006,
SG-LAW-001,legal_rules,sg,all,law,新加坡个人数据保护法 2012（2025-12-05起适用版）,新加坡法律修订委员会,official,2012-11-20,2025-12-05,effective,https://sso.agc.gov.sg/Act/PDPA2012,,P1,新加坡个人数据保护基本法,intl-sg,核心法律,审查基准,mandatory,high,新加坡国会,路径判断、合规审查,可直接引用条文号,新加坡PDPA，规定个人数据收集、使用、披露和保护的基本义务，含数据泄露通知和跨境传输规则。,/knowledge/sources/SG-LAW-001,
SG-REG-002,legal_rules,sg,all,administrative_regulation,新加坡个人数据保护条例 2021,新加坡个人数据保护委员会,official,2021-02-01,2021-02-01,effective,https://sso.agc.gov.sg/SL/PDPA2012-S64-2021,,P1,PDPA配套条例，含跨境传输规则,intl-sg,行政法规,审查基准,mandatory,high,新加坡个人数据保护委员会,跨境传输合规,可直接引用条文号,新加坡PDPR 2021，细化PDPA跨境传输保障规则，规定合同条款、认证和约束性企业规则等机制。,/knowledge/sources/SG-REG-002,
SG-REG-003,legal_rules,sg,all,administrative_regulation,新加坡数据泄露通知条例 2021,新加坡个人数据保护委员会,official,2021-02-01,2021-02-01,effective,https://sso.agc.gov.sg/SL/PDPA2012-S63-2021,,P2,数据泄露通知机制配套条例,intl-sg,行政法规,合规操作参考,mandatory,high,新加坡个人数据保护委员会,数据泄露应急响应,可直接引用条文号,规定新加坡数据泄露强制通知的触发条件、时限和通知内容要求。,/knowledge/sources/SG-REG-003,
SG-REG-004,legal_rules,sg,all,administrative_regulation,新加坡个人数据保护（执法）条例 2021,新加坡个人数据保护委员会,official,2021-02-01,2021-02-01,effective,https://sso.agc.gov.sg/SL/PDPA2012-S62-2021,,P2,行政处罚程序配套条例,intl-sg,行政法规,合规操作参考,mandatory,high,新加坡个人数据保护委员会,行政执法程序,可直接引用条文号,规定新加坡PDPC对违反PDPA行为的行政执法调查程序和处罚规则。,/knowledge/sources/SG-REG-004,
SG-LAW-005,legal_rules,sg,all,law,新加坡网络安全法 2018,新加坡网络安全局,official,2018-02-05,2018-08-31,effective,https://sso.agc.gov.sg/Act/CSA2018,,P1,新加坡关键信息基础设施保护基本法,intl-sg,核心法律,审查基准,mandatory,high,新加坡国会,关键基础设施合规判断,可直接引用条文号,新加坡网络安全法，规定关键信息基础设施（CII）保护义务和网络安全事件报告要求。,/knowledge/sources/SG-LAW-005,
SG-REG-006,legal_rules,sg,all,administrative_regulation,新加坡第三方所有关键信息基础设施网络安全条例 2026,新加坡网络安全局,official,2026-01-01,2026-01-01,effective,https://sso.agc.gov.sg/,,P2,新加坡Cybersecurity Act第三方CII配套条例,intl-sg,行政法规,合规操作参考,mandatory,high,新加坡网络安全局,CII关键基础设施合规,可直接引用条文号,规定第三方拥有但属于关键信息基础设施的网络安全责任分配和合规义务。,/knowledge/sources/SG-REG-006,
JP-LAW-001,legal_rules,jp,all,law,日本个人信息保护法（令和3年改正版）,日本个人信息保护委员会,official,2021-05-12,2022-04-01,effective,https://www.ppc.go.jp/personalinfo/legal/,,P1,日本核心个人信息保护法,intl-jp,核心法律,审查基准,mandatory,high,日本国会,路径判断、合规审查,可直接引用条文号,日本2021年修订版个人信息保护法，统一公私部门数据保护规则，强化跨境传输和假名化处理制度。,/knowledge/sources/JP-LAW-001,
JP-REG-002,legal_rules,jp,all,administrative_regulation,日本个人信息保护委员会规则（第3号）,日本个人信息保护委员会,official,2021-08-02,2022-04-01,effective,https://www.ppc.go.jp/personalinfo/legal/,,P1,个人信息保护法实施细则,intl-jp,行政法规,审查基准,mandatory,high,日本个人信息保护委员会,路径判断、合规操作,可直接引用条文号,日本个人信息保护委员会规则第3号，规定个人信息处理的具体操作规范和报告程序。,/knowledge/sources/JP-REG-002,
